CellName,strain,treatment,Rm,Rb,maxFiringRate
2023_08_17_01,WKY,0,5.044031138374e+15,128799.002050652,12.1402311198111
2025_01_31_07,WKY,0,107.988884527404,4.87850607826488e-10,41.9584241399433
2024_02_07_01,WKY,0,68.8958795792832,1.5902844850773e-10,45.536092187009
