CellName,strain,treatment,Rm,Rb,maxFiringRate
2025_01_30_04,SHR,1,208.298696,1.45E-09,36.637405
2025_01_30_01,SHR,1,37.75795017,1.04E-10,28.27496496
2024_12_13_03,SHR,1,35.94236403,6.48E-11,29.72560525
2024_11_20_02,SHR,1,31.83047189,2.17E-10,18.70916498
