CellName,strain,treatment,Rm,Rb,Threshold,maxFiringRate
2025_01_30_04,SHR,1,51.6419950179723,130.861631539344,54.8798789576063,34.1335100214765
2025_01_30_01,SHR,1,34.599916156472,73.2935219694666,10.3761799297672,27.7996163873984
2024_12_13_03,SHR,1,28.3465779431346,2.09576523286632,104.183466047576,28.060843175366
2024_11_20_02,SHR,1,24.2854298975164,98.8068816607023,23.8037583745438,18.0528373474043
