CellName,strain,treatment,Rm,Rb,Threshold,maxFiringRate
2023_08_17_01,WKY,1,15.9088780064006,76.5576183406083,101.641466865802,11.6341262791402
2025_01_31_07,WKY,1,88.8310342101208,342.716523358224,9.79994929904592,41.4782913517514
2024_02_07_01,WKY,1,62.9936889330205,121.095645447741,8.44006880025522,44.9452782602314
